Accession	Peptide count	Peptides used for quantitation	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	HDIghest mean condDItDIon	Lowest mean condDItDIon	Description	DH_152	DH_226	DH_254	DH_292	DI_230	DI_250	DI_286	DI_288	ADK_T1_231	ADK_T1_290	ADK_T1_381	ADK_T1_525	ADK_T2_227	ADK_T2_287	ADK_T2_291	ADK_T2_338
Q96NL6	17	1	82.6974	0.669272836	1.813114512	2;3;4	3	ADK T2	ADK T1	Sodium channel and clathrin linker 1 OS=Homo sapiens GN=SCLT1 PE=1 SV=2	0	136.2475599	0	0	25.33794213	100.6404331	0	0	0	0	113.7464094	11.54449489	106.7927806	68.45028207	51.9236942	0
Q9H2Y7	12	1	54.2349	0.670583199	Infinity	1	1	ADK T1	DH	Zinc finger protein 106 homolog OS=Homo sapiens GN=ZFP106 PE=1 SV=1	0	0	0	0	0	17.74887843	10.90040996	0	0	0	0	537.7877932	0	24.95425404	0	0
Q9NQ88	4	1	20.2989	0.670598209	14.0064573	3;5	2	ADK T2	DH	Probable fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens GN=TIGAR PE=1 SV=1	0	0	84.8191582	90.69682262	32.19897671	0	941.5825869	0	0	0	0	317.5379649	12.7166748	471.8546485	1973.785767	0
P01764	1	1	7.0602	0.67082749	4.831565723	5	1	ADK T2	ADK T1	Ig heavy chain V-III region VH26 OS=Homo sapiens PE=1 SV=1	260.8691732	108.6007796	992.3397841	0	21.14294539	163.5459032	195.9476437	166.9546146	15.78248078	66.72532207	0	317.9639992	16.71080328	0	1918.195029	0
A8MXV4	5	2	26.9019	0.671875307	Infinity	2;4;5	3	ADK T1	ADK T2	Nucleoside diphosphate-linked moiety X motif 19, mitochondrial OS=Homo sapiens GN=NUDT19 PE=1 SV=1	0	134.805869	0	0	0	10.39636846	0	0	20377.68885	0	0	0	0	0	0	0
P46779	1	1	7.3538	0.672315871	Infinity	1;2	2	DH	ADK T2	60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=1 SV=3	0	0	0	3465.409109	0	14.62934116	0	0	15.85840671	0	0	0	0	0	0	0
P01620;P01622;P01623;P04206;P18135;P18136	4	1	37.4536	0.67471218	4.205125091	4;5	2	ADK T2	DH	Ig kappa chain V-III region SIE OS=Homo sapiens PE=1 SV=1	21.05848177	57.57798751	0	3.945025653	38.64887356	35.92961861	0	32.3453625	1.83842391	0	56.6026841	58.89099533	162.809203	54.45030775	128.2014694	1.80453627
P49406	14	3	85.0203	0.674776224	1.833935385	3;4;5	3	ADK T2	DI	39S ribosomal protein L19, mitochondrial OS=Homo sapiens GN=MRPL19 PE=1 SV=2	886.8248519	601.3845327	491.0276082	965.6903869	692.2241079	599.1496815	616.9605988	141.1020252	666.2517013	0	1187.170401	1205.115549	696.7976531	956.5581881	159.5835119	1945.594605
Q8NFH5	1	1	6.0415	0.674902892	12.8942812	2	1	ADK T1	DH	Nucleoporin NUP53 OS=Homo sapiens GN=NUP35 PE=1 SV=1	9.585870874	27.10046673	6.968148802	0	17.89522191	19.34282348	39.52214764	0	0	305.8638075	87.22444297	169.8049728	117.4573885	0	15.36833068	123.3777783
Q5JTV8	11	2	71.457	0.675561845	1984.819249	1;2;3;5	4	ADK T1	ADK T2	Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2	0	1.589358308	0	0	65.35472976	0	0	0	0	199.0219772	0	0	0	0	0.100272091	0
O60879	9	3	41.6202	0.676145313	7.96656	1	1	ADK T2	DH	Protein diaphanous homolog 2 OS=Homo sapiens GN=DIAPH2 PE=1 SV=1	144.822865	51.8636991	86.2973984	0	216.4778567	97.37557169	20.24482007	13.23253339	411.2819853	263.1668339	29.37972754	244.1270631	58.64677887	23.81048498	0	2171.951452
Q9ULM3	3	1	14.6805	0.67682613	3.390794872	4	1	ADK T2	DH	YEATS domain-containing protein 2 OS=Homo sapiens GN=YEATS2 PE=1 SV=2	164.4748662	155.4324089	100.3607394	153.9320574	262.0356349	199.3107762	248.413081	184.5166461	0	636.8990677	480.4123027	375.4236541	344.6037963	979.5279667	480.3442635	142.5186326
P26232	36	4	227.0239	0.677125959	13.26837064	1;2;3;4;5	5	ADK T1	DI	Catenin alpha-2 OS=Homo sapiens GN=CTNNA2 PE=1 SV=5	212.2119115	53.4152851	225.3837742	0	0	24.57842346	0	18.59073858	0	19.09743012	0	553.6870121	4.43876991	24.18925915	72.30088401	0
Q7L5D6	3	1	19.4697	0.677401532	3.270906011	1;2	2	ADK T2	DI	Golgi to ER traffic protein 4 homolog OS=Homo sapiens GN=GET4 PE=1 SV=1	115.7627106	39.79325706	112.2529459	0	0	86.63518143	100.4430067	13.9812997	0	194.6464562	153.9053802	114.1881502	20.06173789	332.9133051	149.2725214	155.399123
P20340	19	5	119.2003	0.677461762	13.16891541	1;2;3;4;5	5	DI	DH	Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3	764.4768745	1083.39465	499.1597672	265.8892748	1086.974742	974.3993194	31995.75308	352.202767	10.21500747	2278.652466	1361.297918	2104.041691	665.0640764	1136.942574	284.9146694	544.5771189
Q86YP4	11	1	56.8327	0.677909564	7.500930594	1;3	2	ADK T1	DI	Transcriptional repressor p66-alpha OS=Homo sapiens GN=GATAD2A PE=1 SV=1	70.07692823	0	0	40.99135095	0	59.85149366	8.531047432	16.15046122	302.6327354	0	103.453152	227.9902958	68.15888177	131.4064282	0	15.6925356
P09382	14	8	131.4591	0.678054258	1.918490853	1;2;3;4;5	5	ADK T1	ADK T2	Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2	1894.449402	5810.069929	6351.43119	9350.77115	4629.254171	9208.392362	10107.13029	11790.1781	483.3941258	30530.6137	4342.599678	3026.232957	4716.415772	5224.889399	6500.190437	3565.292751
Q5VV41	9	2	54.3196	0.678635212	1.754960045	1;2;3;4	4	ADK T1	DI	Rho guanine nucleotide exchange factor 16 OS=Homo sapiens GN=ARHGEF16 PE=1 SV=1	527.1917862	352.5821628	708.9968554	0	231.5572118	447.2027654	486.0120786	74.80104029	156.5565087	1029.561341	661.724006	327.5594016	139.2556512	224.5013775	445.2357743	556.6435322
P01605;P01624;P04207;P04434	1	1	5.3966	0.680367399	40.30838243	5	1	ADK T1	ADK T2	Ig kappa chain V-I region Lay OS=Homo sapiens PE=1 SV=1	40.3175854	59.01220925	63.64758255	0.593132414	170.0310923	47.10304813	113.6875957	103.0465027	31.42461253	5920.24692	1.024113447	14.50580793	36.17329182	40.05441255	71.81101846	0
Q6YN16	20	9	128.0924	0.680846919	5.694312046	1;2;3;4;5	5	ADK T1	ADK T2	Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens GN=HSDL2 PE=1 SV=1	560.7312029	505.1605506	330.9562951	187.0203637	152.5496078	467.0346033	133.1277636	889.3487569	5089.073373	1904.166638	144.3170787	85.97381232	291.3326414	119.5655752	801.4336866	56.22009091
P07996	8	4	40.0743	0.681611415	2.145608385	1;4	2	ADK T1	DH	Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2	263.4941128	465.6381993	158.7210914	188.4960189	576.4102562	544.6893598	243.7654913	808.8683527	0	1415.935613	532.0329181	361.455815	891.412185	509.9513511	272.9651368	184.0136153
Q9BZV1	5	1	27.7527	0.681675489	Infinity	4	1	ADK T1	DH	UBX domain-containing protein 6 OS=Homo sapiens GN=UBXN6 PE=1 SV=1	0	0	0	0	3.004555361	17.23306147	0	0	0	0	0	48.35195496	14.16226706	0	0	0
Q04637	75	29	515.9496	0.68239792	1.233235423	1;2;3;4;5	5	ADK T1	ADK T2	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	8359.826318	9045.122593	6497.107304	5513.976314	8680.829631	11036.16416	4911.522344	6990.234108	6757.881826	6865.870952	8340.845438	10410.78047	8512.859114	5975.599041	6177.397239	5586.535739
Q9ULZ3	9	6	89.2877	0.682968372	1.450481935	1;2;3;4;5	5	ADK T1	DI	Apoptosis-associated speck-like protein containing a CARD OS=Homo sapiens GN=PYCARD PE=1 SV=2	4831.701023	2724.265949	3886.971807	1557.110895	2729.092288	4185.576036	2995.157733	1600.401712	2611.034147	7105.000399	3505.334934	3474.007962	3476.15089	4672.630227	3097.955781	2023.625788
Q05707	85	31	570.7775	0.68373166	1.614189279	1;2;3;4;5	5	DI	DH	Collagen alpha-1(XIV) chain OS=Homo sapiens GN=COL14A1 PE=1 SV=3	10951.25941	13739.78218	13780.15621	27400.05961	12362.96181	15988.35757	35003.08365	42974.27447	12198.41604	34359.11428	24612.33021	12315.44573	10938.80242	16569.36369	19030.70661	28093.08158
O60506	49	16	411.4619	0.684027626	2.043308757	1;2;3;4;5	5	ADK T1	DH	Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP PE=1 SV=2	8022.654858	14096.36282	7170.799364	8828.613113	8409.143967	14252.97061	6550.878341	21927.51908	16846.49767	43312.75653	12134.47948	5593.988436	6910.937381	13235.63086	17194.87744	14966.34966
Q8WYJ6	2	1	9.4059	0.684152616	15.99559559	4	1	DH	DI	Septin-1 OS=Homo sapiens GN=SEPT1 PE=1 SV=2	0	33.0548422	187.2462901	0	13.77261204	0	0	0	0	0	8.917101065	122.1546289	0	0	22.05536051	0
Q9NVA2	31	9	191.4681	0.684460644	2.666520127	1;2;3;4;5	5	ADK T1	ADK T2	Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3	2144.682425	2246.231082	3279.489324	1032.539121	2046.731856	4073.011056	497.4500369	2900.285115	3062.679168	55.3856739	2201.160509	4241.263709	1212.626165	1043.022012	827.1174519	502.6147939
Q9UEY8	38	10	233.1977	0.684685607	1.300025085	1;2;3;4	4	ADK T2	DI	Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1	2319.012653	2787.546146	1911.3807	2136.210404	1533.757644	1431.504554	2498.540204	1735.632586	2919.754939	2356.59485	2124.420161	1525.035964	2092.669921	3325.625116	1077.212699	2863.938343
Q7L1V2	2	1	15.9449	0.684929698	1.905589872	3	1	ADK T1	DH	Vacuolar fusion protein MON1 homolog B OS=Homo sapiens GN=MON1B PE=1 SV=1	0	118.9491397	0	90.51224052	78.77229249	46.74041229	54.63933674	57.10715547	179.8603056	130.6643468	0	88.62283243	154.0773577	111.264091	98.04401869	0
Q14002	1	1	6.425	0.685072791	Infinity	1;2	2	DH	ADK T2	Carcinoembryonic antigen-related cell adhesion molecule 7 OS=Homo sapiens GN=CEACAM7 PE=1 SV=1	0	0	0	1072.068844	0	53.67091184	0	0	14.53840429	0	25.33185351	0	0	0	0	0
A1L0T0	4	1	23.2921	0.685591677	Infinity	4	1	ADK T1	DI	Acetolactate synthase-like protein OS=Homo sapiens GN=ILVBL PE=1 SV=2	0	38.14645128	0	0	0	0	0	0	0	0	0	74.35503152	9.771978039	0	10.88689753	0
P31431	5	3	28.2535	0.685663849	2.420042333	1	1	DH	DI	Syndecan-4 OS=Homo sapiens GN=SDC4 PE=1 SV=2	827.1943043	642.8925696	1256.944754	1370.265459	518.9068128	479.2116987	194.3016278	500.6482136	67.42718146	2588.382514	852.3778297	551.951174	2383.304446	207.3029165	1069.768194	64.5649272
P04216	6	2	51.8337	0.68593262	1.858144501	4;5	2	DI	DH	Thy-1 membrane glycoprotein OS=Homo sapiens GN=THY1 PE=1 SV=2	2204.200096	2322.206753	2876.860395	4040.677168	4658.724018	5927.337496	2303.150657	8375.290204	4085.691385	0	9769.046562	2625.735396	4594.742138	9188.086716	3601.579901	0
P04440	6	1	50.4549	0.688042702	2.533351816	1;3;4	3	DH	ADK T2	HLA class II histocompatibility antigen, DP beta 1 chain OS=Homo sapiens GN=HLA-DPB1 PE=1 SV=1	67.84008857	158.5527607	4.436460623	129.8645338	169.1383583	119.1304038	6.229402212	24.97007932	238.063546	0	1.655271031	90.98226177	16.92327312	96.18099514	29.27384181	0
Q9Y6K5	9	2	41.1105	0.688568067	1.773870111	3;5	2	DH	ADK T1	2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3	405.2491573	263.0133492	35.22861736	347.1660283	324.4506297	266.1374356	147.7257952	301.2074766	216.6840744	131.6504419	163.2710604	80.69097639	640.2064419	213.1915983	192.7066599	0
Q5VWT5	7	1	34.7166	0.689619952	52.97557787	4	1	ADK T1	ADK T2	Uncharacterized protein C1orf168 OS=Homo sapiens GN=C1orf168 PE=2 SV=1	26.5832952	10.19228849	81.99851397	228.3823791	348.8480001	368.1509926	129.7253502	196.4879215	13966.34396	0	33.22778242	40.66624606	166.9349932	10.42736031	56.40693616	31.2629866
Q9H444	6	2	37.0489	0.689734846	1.968598822	1	1	DH	DI	Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1	741.9589123	730.0768116	101.8848784	432.6178801	534.0777643	121.5062534	182.1528042	181.5355968	203.0440805	15.24447554	844.3784741	243.8919416	284.7578223	95.61670922	337.7037721	437.4402339
A6NMC2;Q5VWM4;Q5VXH5	3	1	14.2273	0.690066972	13.20414146	4	1	ADK T2	DH	Putative PRAME family member 24 OS=Homo sapiens GN=PRAMEF24 PE=3 SV=1	0	17.87122019	0	0	0	0	63.43066172	0	0	89.87416656	115.5387563	0	0	0	177.2159865	58.75813305
Q01459	5	1	23.5315	0.690626366	1.155330603	2;5	2	ADK T2	DI	Di-N-acetylchitobiase OS=Homo sapiens GN=CTBS PE=1 SV=1	55.22092182	47.81404819	48.51102159	0	12.3157812	38.99234434	38.40856638	60.50825499	5.177103341	0	94.59385816	61.25157813	26.124778	40.63331454	37.2050021	69.59638386
Q2M2I5	21	5	145.7784	0.69373736	4.09154715	1;2	2	ADK T2	DH	Keratin, type I cytoskeletal 24 OS=Homo sapiens GN=KRT24 PE=1 SV=1	32.00884013	798.5306601	357.2719664	0	1432.199661	84.64959624	554.5749315	184.0299399	746.1662328	3129.035749	96.11821804	24.08484958	4643.684682	152.7872805	63.51465922	0
Q12906	61	27	472.202	0.694396147	4.238485574	1;2;3;4;5	5	DI	DH	Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3	24750.75514	10257.7101	14124.27321	22850.46065	71790.52774	12318.90867	208254.0163	12736.2983	18774.95436	23152.64342	7594.543288	84514.18616	12232.93769	14398.023	91666.76975	17148.71355
O43665	2	1	10.0797	0.69515071	Infinity	4;5	2	DH	ADK T2	Regulator of G-protein signaling 10 OS=Homo sapiens GN=RGS10 PE=1 SV=2	2.462679951	0	441.2498562	0	0	115.668206	0	0	0	0	0	112.3963269	0	0	0	0
P10721	11	1	54.2153	0.695191486	3.03977565	3;4	2	ADK T1	DH	Mast/stem cell growth factor receptor Kit OS=Homo sapiens GN=KIT PE=1 SV=1	0	18.61989853	0	797.8528808	0	0	307.6003376	688.0526774	667.106518	1492.934561	321.852995	0	0	319.3732985	875.1761019	240.4560994
Q15642	14	3	78.0926	0.695482234	1.541629051	1;2	2	ADK T1	DH	Cdc42-interacting protein 4 OS=Homo sapiens GN=TRIP10 PE=1 SV=3	592.5391641	582.6408691	321.286562	0	491.6769812	472.0383251	504.8983575	287.0763589	0	887.2225015	731.033705	688.7401701	796.0994591	419.150924	488.7986451	388.9888
Q96FQ6	4	4	41.8364	0.696352938	8.222987816	1;2;3;5	4	ADK T1	ADK T2	Protein S100-A16 OS=Homo sapiens GN=S100A16 PE=1 SV=1	0	289.010008	65.86248239	38.93348091	105.0341032	186.5558865	0	0	0	713.057002	0	38.48699938	91.39549008	0	0	0
P02749	6	1	32.1711	0.696675806	2.930205577	1;3;5	3	DI	ADK T2	Beta-2-glycoprotein 1 OS=Homo sapiens GN=APOH PE=1 SV=3	1130.216969	2178.515966	0	2841.238676	2221.582149	2077.431244	1959.712343	1991.471124	1182.002115	1806.931528	1561.627598	0	16.1855785	713.4732938	1259.243769	826.6666575
Q7Z398	2	2	8.6637	0.697028431	4.881650815	4	1	DI	DH	Zinc finger protein 550 OS=Homo sapiens GN=ZNF550 PE=1 SV=2	0	69.97081663	11.71851845	243.7777965	1279.923505	101.013143	207.880241	0	0	78.88949844	104.7643944	211.7230062	87.9477805	364.7855012	27.21021794	631.1534309
Q6L8Q7	7	1	37.9164	0.697085236	2.264151812	4	1	ADK T2	DH	2',5'-phosphodiesterase 12 OS=Homo sapiens GN=PDE12 PE=1 SV=2	224.7424444	5.849729449	57.40345405	76.06869025	165.0772292	116.6197551	81.50803402	42.73715293	153.677918	0	177.2798898	359.8545474	255.5691331	198.2826285	59.74818094	310.696943
P01009	35	19	314.821	0.6975394	1.571916112	1;2;3;4;5	5	DH	ADK T2	Alpha-1-antitrypsin OS=Homo sapiens GN=SERPINA1 PE=1 SV=3	32511.74043	8637.193108	11481.93218	17365.67812	8259.221902	8582.67158	16573.08294	20019.84156	3749.23903	29011.79349	10307.52936	8295.628384	6932.913517	10432.44573	21851.14421	5312.93632
Q9H773	7	3	43.1476	0.697702276	2.903928606	1;2;3;5	4	DI	ADK T2	dCTP pyrophosphatase 1 OS=Homo sapiens GN=DCTPP1 PE=1 SV=1	4688.346332	439.6285871	729.0209302	1109.518171	2539.299387	2347.207046	767.004038	7370.11786	5306.291957	0	2792.327841	1875.784759	1245.758599	1200.700344	582.6190736	1455.752741
P22061	10	4	86.5878	0.697866979	2.191162983	1;2;3;4;5	5	DH	ADK T2	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4	717.274259	760.186262	126.0285577	135.8117888	270.4022601	431.1090538	84.86967361	452.3441971	519.8576326	127.9448036	301.3513261	316.1934396	248.2217612	267.0226697	46.96497631	231.5703715
P35609	69	15	602.2723	0.698034725	6.626154757	1;2;3;4;5	5	ADK T1	ADK T2	Alpha-actinin-2 OS=Homo sapiens GN=ACTN2 PE=1 SV=1	556.0432319	4398.85745	4937.923	7506.831308	9866.730708	2949.543561	9937.662643	5328.714401	0	106082.2723	3781.9993	989.761468	8900.504821	1735.335564	4825.88817	1268.039632
Q6DT37	14	3	74.8073	0.698394256	32.58371618	1;3	2	ADK T1	DI	Serine/threonine-protein kinase MRCK gamma OS=Homo sapiens GN=CDC42BPG PE=1 SV=2	913.1097271	382.6595058	251.7993741	49.13611896	46.00603394	210.2017022	264.556246	36.93795409	0	0	18027.59088	144.410719	41.90831183	80.8322498	228.984004	1130.37761
P16615	76	20	565.8291	0.69908077	1.799470429	1;2;3;4;5	5	ADK T1	DI	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1	4540.231343	3564.731915	3054.774185	4136.701144	3409.858241	2515.662159	3668.675145	4037.454471	5122.215195	11051.69094	2233.9749	6121.870069	2541.00497	1836.07662	2965.129207	13347.81463
P20933	2	1	17.158	0.699116395	1.980488874	5	1	DI	ADK T1	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Homo sapiens GN=AGA PE=1 SV=2	0	151.0734762	11.63809758	0	0	130.2456358	0	62.16650398	5.260563277	31.8731762	51.56443563	8.455685425	0	0	124.2486753	0
P57764	12	4	75.8211	0.699304801	1.640643885	1;4;5	3	DH	ADK T2	Gasdermin-D OS=Homo sapiens GN=GSDMD PE=1 SV=1	843.4422498	1460.070361	1579.064543	399.3155131	423.8883253	495.0446131	1138.495715	772.6270034	324.9410976	354.6345464	698.6316021	1989.464523	1095.012278	370.7252498	951.7014818	192.4464787
Q13148	7	5	37.4394	0.699775878	140.0266952	1;5	2	DI	ADK T1	TAR DNA-binding protein 43 OS=Homo sapiens GN=TARDBP PE=1 SV=1	933.4766309	0	7.57675327	0	0	143.1829694	0	940.4529936	0	0	0	7.738781247	502.1344735	0	0.330322196	0
P04040	46	21	398.2801	0.70021246	1.180882021	1;2;3;4;5	5	DH	ADK T1	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3	35257.33065	30739.44658	24952.54139	44946.77686	26499.98083	23180.7146	40284.17366	38542.50762	31356.14687	39351.93854	27447.21315	16924.86443	34076.45287	31756.59388	32277.96281	35347.28214
Q8IV56	3	2	17.3319	0.700921234	1.855399742	2	1	ADK T2	DI	Proline-rich protein 15 OS=Homo sapiens GN=PRR15 PE=2 SV=1	313.8986416	319.9590218	112.8487613	0	281.9891808	144.9464704	73.6248815	212.3173322	468.5815994	326.2440005	0	266.4730427	282.4239556	269.7916458	122.7664345	647.6913702
P55327	14	8	131.8359	0.701712038	1.772924286	1;2;3;4;5	5	ADK T1	DI	Tumor protein D52 OS=Homo sapiens GN=TPD52 PE=1 SV=2	2433.908267	5647.656141	4527.685171	5218.575669	1932.309073	2325.350787	5595.400343	2830.85076	1301.315879	6485.128007	7308.68207	7392.487827	2223.861766	2457.201742	5940.339559	5873.232335
Q15428	4	2	23.225	0.701991198	1.861091142	3;4	2	ADK T1	DI	Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2	240.142636	293.4058078	410.6966459	260.8594745	537.769803	353.2047965	88.6596186	48.86778518	13.57100227	1119.877622	193.999179	586.6881647	613.3449576	317.616468	231.9572386	684.2906025
O75436	13	9	78.4841	0.702223097	2.555978043	1;2;3;4;5	5	ADK T2	DH	Vacuolar protein sorting-associated protein 26A OS=Homo sapiens GN=VPS26A PE=1 SV=2	1093.790453	2308.65263	1258.098739	1443.249567	400.1094753	514.2543088	6415.394821	1199.900722	2109.400026	5202.865971	2256.915615	1227.989038	703.5832848	185.7572442	14374.86394	336.9522973
A8MPV3	9	2	43.5602	0.702237207	1.441470771	4	1	ADK T2	DI	Putative uncharacterized protein ENSP00000344348 OS=Homo sapiens PE=2 SV=2	671.8878202	671.2939215	165.2965908	694.192099	81.89884785	297.453016	854.6872333	593.5969981	0	688.6573073	944.4423857	700.4051302	1133.951956	374.2425346	277.1175436	849.1719782
Q4G0J3	7	2	37.1865	0.702900068	Infinity	2;4	2	ADK T1	ADK T2	La-related protein 7 OS=Homo sapiens GN=LARP7 PE=1 SV=1	7.099427052	0	1.929459484	0	0	14.08958989	0	0	318.2865803	0	0	0	0	0	0	0
Q9H9A5	1	1	4.4395	0.703002545	5.036067815	5	1	DI	ADK T2	CCR4-NOT transcription complex subunit 10 OS=Homo sapiens GN=CNOT10 PE=1 SV=1	0	29.68750671	20.38995719	0	57.36847232	99.98956607	0	50.06430254	22.56092477	0	0	144.2079711	28.76164411	12.42571646	0	0
Q96SI1	2	1	10.234	0.703041885	32.09759775	4	1	ADK T1	DH	BTB/POZ domain-containing protein KCTD15 OS=Homo sapiens GN=KCTD15 PE=1 SV=1	1.434509053	0	0	0	5.579751871	0.834078872	0	0.611525284	0	43.90199241	2.142302156	0	0	1.534203936	26.60506967	0
O75880	4	3	25.8563	0.703800398	10.2949748	2	1	DH	DI	Protein SCO1 homolog, mitochondrial OS=Homo sapiens GN=SCO1 PE=1 SV=1	71.52713666	25.7433537	29.26697279	3112.876647	133.0614573	74.13572196	61.47282037	45.98974186	803.96282	58.25131431	99.60700619	228.7515013	44.00469209	287.3392832	79.23006698	12.02290698
P33991	16	5	85.0735	0.704579973	3.892421988	1;2;3;4	4	ADK T1	DI	DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5	1141.405468	750.0596063	914.8243368	924.0440116	490.3455324	448.0521918	601.2997514	1878.730797	485.4244891	11145.98216	621.4067663	1053.151955	454.7589909	509.8339346	2784.370089	359.0724131
P61803	4	3	37.4268	0.704940777	2.729761292	2;5	2	ADK T2	DI	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens GN=DAD1 PE=1 SV=3	12.05846919	45.54692789	120.0779637	37.3012572	60.79376145	43.05980025	0	1.579814645	0	0	64.65934817	191.2977042	160.9183329	110.7092827	0	16.18033401
Q8IYM0	15	1	71.3434	0.705533162	Infinity	2	1	DH	ADK T2	Protein FAM186B OS=Homo sapiens GN=FAM186B PE=2 SV=2	0	0	289.7323662	0	6.357917522	163.2009389	0	0	0	0	0	288.1977949	0	0	0	0
Q14739	7	2	35.0481	0.705621034	1.273433514	1;2;3	3	ADK T1	DH	Lamin-B receptor OS=Homo sapiens GN=LBR PE=1 SV=2	1010.16382	949.1569296	954.2195945	1043.928476	1027.032777	1101.07417	781.7533488	1082.548568	2078.129145	1147.071119	1006.546595	807.8265656	824.4739142	1353.903175	807.633322	1110.049676
O43615	23	7	149.3063	0.705692081	1.288293144	1;2;3;4	4	DH	ADK T1	Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2	1186.878037	1039.854186	1331.772089	1044.862159	1263.25601	943.6463915	826.1886961	1015.407692	611.5399782	1025.763765	690.2205351	1245.704759	919.6963026	1246.605645	1512.589408	264.4841557
P01767	3	2	20.014	0.705717681	5.629611707	1	1	ADK T2	DH	Ig heavy chain V-III region BUT OS=Homo sapiens PE=1 SV=1	300.4872822	1.82137648	541.6736461	335.0982725	4758.167713	2.287465929	0	5.073992192	2582.246186	0	5.847229502	135.4553529	4090.657725	1639.136576	0	907.9715206
O00442	10	5	54.1444	0.705921984	3.844530922	2;3;4;5	4	ADK T2	ADK T1	RNA 3'-terminal phosphate cyclase OS=Homo sapiens GN=RTCD1 PE=1 SV=1	4250.92815	642.0049105	161.5180872	2066.738346	1397.921994	571.7515035	719.6787506	608.7168376	208.1522453	1461.858066	159.3630967	312.5212732	2965.549191	111.8417819	5157.189358	0
P80723	11	6	72.568	0.706089741	2.346979962	1	1	ADK T1	DH	Brain acid soluble protein 1 OS=Homo sapiens GN=BASP1 PE=1 SV=2	333.0817734	645.0690574	802.0312146	798.28086	0	1417.795229	1005.634614	1305.79616	582.8401474	1749.709134	1018.666156	2700.385334	0	1227.028933	1702.343448	1219.27487
P30049	3	2	32.0411	0.706617327	17.9276279	1	1	DH	ADK T1	ATP synthase subunit delta, mitochondrial OS=Homo sapiens GN=ATP5D PE=1 SV=2	844.4292591	76.5173762	563.0766545	0	18.14687119	13.13049313	25.81862168	67.72112096	0	10.63348722	18.29930888	53.84576771	140.2652425	245.5672615	69.02903564	0
